Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
87	38976.93	1004.23865	40365.457	37512.543	146.83333	16966.057	6150.99	34079.293	-915.03876	88000	-5.722046e-09	36002284.0	-0.017263228	-2660796.0	0.41238195	0.016306095	0.073	54.0	10378.139290571213
88	37066.37	2990.9111	39332.74	30616.646	158.0	18428.355	6099.068	37120.223	-1206.3141	89000	2.193451e-08	42352904.0	-0.0114706075	-2020748.0	0.43006602	0.016933944	0.068	25.0	10494.078705310822
89	38584.207	1310.6256	40149.87	36436.875	156.0	16946.506	5907.8774	35371.85	-1967.3109	90000	3.9339065e-09	47844530.0	-0.018710783	-3418896.0	0.4877325	0.0054172836	0.101	79.0	10606.553792238235
90	22571.582	18804.213	41375.793	3767.3696	427.5	6965.307	9808.705	36591.254	-3681.2314	91000	-2.0802021e-08	140632720.0	-0.011561627	-22943024.0	0.46075264	0.014413201	0.124	79.0	10715.083796739578
91	37816.99	601.6005	38507.582	37016.86	152.83333	12780.219	8019.166	34686.38	-565.7283	92000	1.4305115e-09	73254330.0	-0.015475102	-32978308.0	0.45950815	0.006955367	0.056	79.0	10832.401978254318
92	39286.203	1711.303	42100.066	36660.594	150.33333	17820.264	5938.6943	35310.34	1267.4099	93000	1.5735626e-08	37946224.0	-0.018692067	-1687000.0	0.45508727	0.012485188	0.097	79.0	10939.31455373764
93	35532.19	2928.816	39721.316	31427.87	164.0	18287.271	6294.189	37157.15	2729.7034	94000	9.298325e-09	50701010.0	-0.014844007	-3702292.0	0.436262	0.009380745	0.067	79.0	11050.737357139587
94	36841.68	1520.5802	39281.023	34913.83	186.0	15726.558	5807.6865	36000.008	2500.7104	95000	-1.692772e-08	69009080.0	-0.004285727	-7724008.0	0.49339747	0.022858288	0.175	3.0	11161.047421455383
95	37185.52	2396.8767	38930.35	31983.666	160.33333	16132.054	7093.4824	35390.176	3095.2317	96000	5.00679e-09	38880164.0	-0.010632081	-3633232.0	0.42544025	0.0152671905	0.151	12.0	11283.678718566895
96	-103183.01	0.0	-103183.01	-103183.01	1000.0	5501.4805	3785.139	27824.064	2336.4219	97000	2.9730796e-07	255032290.0	-0.010377527	-240954270.0	0.52599627	0.01669611	0.147	12.0	11392.980699062347
97	37339.473	1109.7948	38837.375	36054.31	162.66667	1398.0382	9218.961	28651.13	-11064.216	98000	2.0980835e-08	327964220.0	-0.015263527	-273625660.0	0.40578005	0.002293543	0.089	79.0	11503.59932088852
98	37078.0	1719.8542	39346.29	35183.594	156.33333	15173.382	6193.2163	37032.133	-1443.8618	99000	3.0994414e-08	177546600.0	-0.01089028	-114511944.0	0.47584382	0.015518636	0.085	46.0	11628.885449171066
99	37973.508	2171.447	39957.19	33341.754	155.5	13298.929	5440.6055	32645.67	-8313.84	100000	-1.3113022e-08	66080150.0	-0.014800236	-26671244.0	0.3877765	0.009215003	0.05	79.0	11745.362580299377
